keyword,decision,revised_keyword,original_function_name,revised_function_name,equipment_category_large,equipment_category_middle,ai_confidence,miner_confidence,evidence_template,company_count,source_match_count,equipment_count,hub_count,source_fields,reason,evidence_summary,risk_note,diversity_tags,source_examples,equipment_examples
적층,keep,,적층 관련 장비 검증,적층 관련 장비 검증,환경조성/생산/사육시설장비,생산시설장비,0.685,0.685,1개 기업의 고출력 무인선박 적층 구조 연구가 2개 거점의 4종 생산 시설장비와 밀접히 맞물려 확인됩니다.,1,1,4,2,btp_support_history.support_item,'적층' 키워드는 구체적 생산시설 장비와 연계되어 기술적 의미가 뚜렷해 유지 적합합니다.,4개 장비 및 2개 거점에서 적층 관련 구체적 설비와 직접 연결된 자료가 존재합니다.,유사 단어 혼재 가능성은 낮아 매칭 정확도가 높습니다.,"세부기술, 제조공정, 장비연계",기업 #2379#2379 | btp_support_history.support_item | 식생 걸림 최소화 구조의 고출력 무인선박 개발을 위한 최적화 구조 및 적층 방안 전문가 자문,나노스펙#172 | 물리적측정장비 > 길이/위치/자세측정장비 > 위치/자세측정장비 @ 장전단지 || 폴리젯 3D프린터#380 | 환경조성/생산/사육시설장비 > 생산시설장비 > 달리 분류되지 않는 생산시설장비 @ 엄궁단지 || 디지털라이트 3D프린터#385 | 환경조성/생산/사육시설장비 > 생산시설장비 > 달리 분류되지 않는 생산시설장비 @ 엄궁단지 || FDM 소형 3D프린터#386 | 환경조성/생산/사육시설장비 > 생산시설장비 > 달리 분류되지 않는 생산시설장비 @ 엄궁단지
능력,drop,,능력 관련 장비 검증,,,,0.68,0.680,'능력' 키워드는 1개 기업에서 발견되었지만 너무 일반적이며 열유체장비와 의미 연결이 모호합니다.,1,1,3,2,btp_support_history.main_product,매우 광범위한 의미로 다양한 분야에서 사용되어 불필요 매칭이 다수 발생할 수 있습니다.,"1개 기업과 3개 장비, 2개 거점에서 발견되었으나 기능 또는 장비와 결부된 고유성이 낮습니다.",범용 단어 사용으로 검색 정확도 저하 및 과다 노출 위험이 큽니다.,"일반명사, 광범위, 노이즈","기업 #1786#1786 | btp_support_history.main_product | 기능성 깔창, 균형 능력 측정 장비","가습기, 제습기,히터, Heat Pump 평가설비#30 | 기계가공/시험장비 > 열유체장비 > 열교환기 @ 지사단지 || 환기용 공기청정기 성능평가 시스템#72 | 기계가공/시험장비 > 열유체장비 > 유체정화기 @ 지사단지 || 엑스 레이#176 | 광학/전자영상장비 > 카메라/영상처리장비 > X-선/자외선/적외선카메라 @ 장전단지"
만족하는,drop,,만족하는 관련 장비 검증,,,,0.68,0.680,'만족하는'은 1개 기업에서 사용됐지만 의미상 포괄적이고 구체적 장비 특성과 부합하지 않습니다.,1,1,3,1,btp_support_history.support_item,"기술 또는 장비 성능과 직접 연결된 용어가 아니며, 텍스트 내 단순 상태 표현입니다.",1개 기업과 3개 장비가 확인되었으나 키워드 범위가 매우 일반적입니다.,중복 및 오탐 발생 가능성이 높아 키워드로 활용은 부적절합니다.,"상태표현, 부적격, 일상어",기업 #1730#1730 | btp_support_history.support_item | 영하 52℃ ARC7 ICE등급 및 IMO Polar Code를 만족하는 Mushroom Ventilator 사업화 지원,진동감지 평가시스템#285 | 물리적측정장비 > 음향/소음/진동/충격/초음파측정장비 > 진동계 @ 수안단지 || 에릭슨 도장시펀 박리시험기#389 | 기계가공/시험장비 > 재료물성시험장비 > 달리 분류되지 않는 재료물성시험장비 || 점도계#395 | 물리적측정장비 > 유체특성측정장비 > 점도계
진단,keep,,진단 관련 장비 검증,진단 관련 장비 검증,화합물전처리/분석장비,분광분석장비,0.68,0.680,1개 기업의 붕괴 위험 진단 시스템이 2개 거점의 분광분석장비 3종과 직결되고 있습니다.,1,1,3,2,btp_support_history.support_item,진단은 전문 분석 장비와 명확한 기술적 연관성을 가져 유지가 적합합니다.,"3개 장비, 2개 거점 내에서 진단 관련 데이터가 직접 연계되어 의미 있는 매칭입니다.",범용어이지만 특정 장비 및 기술과 결합돼 오탐 위험은 상대적으로 작습니다.,"전문기술, 분광분석, 진단장비",기업 #1878#1878 | btp_support_history.support_item | 근로자 안전을 위한 시스템 서포트 붕괴 위험 진단 센싱 환경 설계 및 실증,퓨리에 변환 적외선 분광기#87 | 화합물전처리/분석장비 > 분광분석장비 > 푸리에변환적외선분광기 || 재사용배터리 품질보증 평가시스템#341 | 전기/전자장비 > 측정시험장비 > 달리 분류되지 않는 측정시험장비 @ 생곡단지 || 3차원 발 측정 시스템#460 | 광학/전자영상장비 > 이미지분석장비 > 달리 분류되지 않는 이미지분석장비 @ 개금단지
탈부착,revise,원격 탈부착,탈부착 관련 장비 검증,원격 탈부착 관련 장비 검증,기계가공/시험장비,자동화/이송 장비,0.68,0.680,1개 기업의 원격 탈부착 사다리 기술이 2개 거점 자동화 이송 장비 3종과 직접 관련되어 발견되었습니다.,1,1,3,2,btp_support_history.main_product,'탈부착' 단어만으로는 광범위해 '원격 탈부착'으로 구체화하여 기술 특성을 명확히 하는 것이 바람직합니다.,"1개 기업, 3종 자동화/이송 장비, 2개 거점에서 원격 탈부착 기능과 밀접한 관련성이 확인됩니다.",단순 용어 사용 시 다양한 부품/기술 혼재 가능성 있으므로 구체화 필요합니다.,"기술특화, 자동화, 용어구체화","기업 #2379#2379 | btp_support_history.main_product | 선박 파공방수패드, 원격 탈부착 사다리, 사다리 고정장치, 잔존유 배출장치, 화재 예방 제",혼합 시스템#96 | 기계가공/시험장비 > 열유체장비 > 건조기 @ 일광단지 || 산업용 드론 플랫폼 회전익 소형 포획#190 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 산업용 드론 플랫폼 회전익 소형 포획#297 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지
화재,keep,,화재 관련 장비 검증,,환경조성/생산/사육시설장비,환경조성형시설장비,0.68,0.680,{sourceField}에서 1개 기업과 3개 장비에서 '화재' 관련 장비가 환경조성형시설장비로 확인되었습니다.,1,1,3,3,btp_support_history.main_product,화재 관련 키워드는 3개 장비와 3개 거점에서 관련성이 높아 특정 환경조성형시설장비군과 잘 연관되어 있어 유지가 적절합니다.,한 기업의 주요제품 내 직접적 화재 관련 표현과 환경조성형 시설장비 3종이 중복되어 나타났음.,너무 광범위하면 노이즈가 생길 수 있지만 본 사례는 장비 구체성과 출현 빈도로 리스크가 낮음.,"안전, 환경, 감지","기업 #2379#2379 | btp_support_history.main_product | 선박 파공방수패드, 원격 탈부착 사다리, 사다리 고정장치, 잔존유 배출장치, 화재 예방 제",일상생활 실증평가실#11 | 환경조성/생산/사육시설장비 > 환경조성형시설장비 > 사용환경모사시설장비 @ 다대단지 || 화재감시 센서 플랫폼#274 | 광학/전자영상장비 > 카메라/영상처리장비 > 모니터 @ 수안단지 || 복합소재 발연성 및 유독가스 측정장비#374 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > 소분류 선택 @ 미음단지
신체,keep,,신체 관련 장비 검증,,임상의료장비,임상측정/진단장비,0.675,0.675,{sourceField}에서 보행 교정 제품 개발 문구가 1개 기업과 2개 임상측정장비와 일치하여 '신체' 키워드를 확인했습니다.,1,1,2,2,btp_support_history.support_item,신체 관련 키워드는 의료 진단장비와 2개 장비·거점에 나타나 일관성 높고 산업적으로 명확하여 유지가 적합합니다.,기업 실제 지원 항목에서 신체 움직임 교정 관련 문구와 의료 측정 장비 간 직접 중복이 관찰됨.,추상적일 수 있으나 현 예시는 구체적 사용 사례가 포함되어 무난함.,"의료, 건강, 운동",기업 #1786#1786 | btp_support_history.support_item | 보행 시 발 아치 능동적 교정 및 신체 압력 중심 이동 궤적 개선을 통한 고령자 맞춤형 발바닥 근육 강화 인솔 개발,이동형 신체 움직임 측정 장비#214 | 임상의료장비 > 임상측정/진단장비 > 임상추적/인식측정/진단장비 @ 엄궁단지 || 주로형 지면반발력 측정용 시스템#282 | 임상의료장비 > 전문의학용특수장비 > 달리 분류되지 않는 전문의학용특수장비 @ 녹산단지
실증,revise,실증테스트,실증 관련 장비 검증,실증테스트 관련 장비 검증,기계가공/시험장비,달리 분류되지 않는 기계가공/시험장비,0.675,0.675,{sourceField}에서 실증 관련 1개 기업과 시험장비 2개가 실제 테스트 환경과 연관되어 '실증테스트' 용어로 확인됩니다.,1,1,2,1,btp_support_history.support_item,'실증'은 너무 일반적이므로 '실증테스트'로 구체화하여 시험장비와의 명확한 연관성을 강조했습니다.,지원 항목 내 실증 관련 구체적 시험 사례와 시험장비 분류의 직접 연결 확인.,너무 광범위한 실증 단어는 과다 매칭 위험이 있으므로 세분화 제안.,"시험, 검증, 현장",기업 #1878#1878 | btp_support_history.support_item | 근로자 안전을 위한 시스템 서포트 붕괴 위험 진단 센싱 환경 설계 및 실증,청정환기 소재 및 부품 복합 시험설비#134 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지 || 하이드롤리시스 해중합 나일론 섬유 실증 테스트베드#467 | 화합물전처리/분석장비 > 반응/혼합/분쇄장비 > 반응장비 @ 지사단지
자동제어,keep,,자동제어 관련 장비 검증,,기계가공/시험장비,달리 분류되지 않는 기계가공/시험장비,0.675,0.675,{sourceField}에서 자동제어 버터플라이 밸브 관련 1개 기업과 시험장비 2개가 동시 출현하며 자동제어 분야 관련성을 보여줍니다.,1,1,2,1,btp_support_history.support_item,자동제어 키워드는 기업 사례와 시험장비가 직접 연계되어 있어 산업현장 제어 장비 검증에 적합합니다.,구체적 자동제어 제품명과 시험장비의 기능이 직접 중복되어 확인됨.,범용성은 있으나 산업 특수성을 고려할 때 유지가 유리함.,"제어, 자동화, 기계",기업 #1178#1178 | btp_support_history.support_item | 수소가스 생산설비용 자동제어 버터플라이 밸브,해외규격인증 개인착용형 호흡기 보호구(PPE) 시험 시스템#255 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지 || 자동차용 실내 에어필터의 미세먼지 여과 성능평가 시스템#332 | 기계가공/시험장비 > 재료물성시험장비 > 특성평가시스템 @ 지사단지
적용된,drop,,적용된 관련 장비 검증,,,,0.675,0.675,,1,1,2,1,btp_support_history.support_item,'적용된'은 매우 일반적 단어로 다수 매칭 가능해 노이즈가 심해 실질적 기능명으로서 부적절합니다.,'적용된'은 문맥에 따라 너무 광범위하게 사용되어 특정 장비분류와 연계가 약함.,키워드로서 구체적 산업 기능 검증에는 오히려 혼란과 불필요한 중복 발생 위험.,,기업 #2080#2080 | btp_support_history.support_item | 3축 동요 안정기가 적용된 해상 충돌 방지 시스템용 주야간 감시 카메라 시제품 및 특허 지원,고저온만능시험기#150 | 기계가공/시험장비 > 재료물성시험장비 > 진동내구시험장비 @ 지사단지 || 전기자동차 전자파 디버깅 시스템#288 | 전기/전자장비 > 자기력발생/측정/응용장비 > 자기력측정장비
중심,drop,,중심 관련 장비 검증,,,,0.675,0.675,,1,1,2,1,btp_support_history.support_item,단어 '중심'은 아키텍처나 용어 등 다양한 곳에서 광범위하게 사용되어 노이즈가 많으므로 제외가 타당합니다.,지원 항목 내 단어가 임상의료 포함 다양한 분야에 분산되어 특정 기능 검증과 묶기 어렵습니다.,"과다 일반어로 인해 키워드 역할 불량, 매칭 신뢰도 저하 우려.",,기업 #1786#1786 | btp_support_history.support_item | 보행 시 발 아치 능동적 교정 및 신체 압력 중심 이동 궤적 개선을 통한 고령자 맞춤형 발바닥 근육 강화 인솔 개발,근기능 증진 분석 시스템#154 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 다대단지 || 브레이크 피로시험 측정장비#412 | 기계가공/시험장비 > 재료물성시험장비 > 작동내구시험기 @ 다대단지
충돌방지,keep,,충돌방지 관련 장비 검증,,기계가공/시험장비,자동화/이송 장비,0.675,0.675,{sourceField}의 선박 충돌방지 기술 정보와 자동화 이송 장비 2종이 1개 기업 거점에서 매칭되어 '충돌방지' 키워드가 의미있게 확인되었습니다.,1,1,2,1,btp_support_history.support_item,충돌방지 키워드는 특정 산업용 자동화 장비와 기업 사례가 포착되어 전문화가 적절합니다.,선박 충돌방지 시스템 지원정보와 드론 자동화 장비들이 직접 연계되어 입증됨.,이용도 및 특수성을 고려하면 유지하며 노이즈 위험 적음.,"자동화, 안전, 드론",기업 #2080#2080 | btp_support_history.support_item | 선박해상 충돌방지 시스템,산업용 드론 플랫폼 회전익 중형#69 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 산업용 드론 플랫폼 회전익 중형#166 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지
해상,drop,,해상 관련 장비 검증,,,,0.675,0.675,,1,1,2,1,btp_support_history.support_item,'해상'은 다수 문서에 단순 지리적 표기로 반복되어 의미적 구분이 어렵고 노이즈가 큽니다.,기업 텍스트 내 해상 관련 여러 문맥에서 포괄적 사용되며 장비와 직접 연관성 낮음.,중복성 및 모호성으로 키워드 활용에 불리해 삭제 권장.,,기업 #2080#2080 | btp_support_history.support_item | 3축 동요 안정기가 적용된 해상 충돌 방지 시스템용 주야간 감시 카메라 시제품 및 특허 지원,산업용 드론 플랫폼 회전익 소형#37 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지 || 산업용 드론 플랫폼 회전익 소형#210 | 기계가공/시험장비 > 자동화/이송 장비 > 비행장비 @ 지사단지
52,drop,,52 관련 장비 검증,,,,0.67,0.670,,1,1,1,1,btp_support_history.support_item,숫자 '52' 키워드는 의미가 불명확하고 특정 산업 기능 설명 역할 없음으로 삭제가 적절합니다.,52℃ 온도 정보는 단일 사례이며 키워드로서 범용성이 전무함.,숫자 단독 키워드는 혼란과 과잉 매칭 위험 존재.,,기업 #1730#1730 | btp_support_history.support_item | 영하 52℃ ARC7 ICE등급 및 IMO Polar Code를 만족하는 Mushroom Ventilator 사업화 지원,야외 활동 시험용 3차원 무선 모션캡쳐 시스템#110 | 물리적측정장비 > 길이/위치/자세측정장비 > 달리 분류되지 않는 길이/위치/자세측정장비 @ 녹산단지
APP,revise,운동 APP,APP 관련 장비 검증,운동 앱 관련 장비 검증,임상의료장비,임상측정/진단장비,0.67,0.670,{sourceField}에서 운동 관련 APP 개발 사례와 임상측정 장비 1건이 매칭되어 '운동 APP'으로 키워드를 구체화했습니다.,1,1,1,1,btp_support_history.support_item,APP은 너무 일반적이므로 '운동 APP'으로 구체화해 의료 운동 관련 장비와의 연결성을 높였습니다.,운동 관련 APP 개발 문구와 임상측정 장비가 산업적 맥락에서 직접 연관됨.,과도한 일반화로 인한 불명확성 완화 필요.,"모바일, 운동, 의료",기업 #1786#1786 | btp_support_history.support_item | Dynamic Balance 데이터 및 할룩스 매직 인솔을 활용한 운동 APP 시제품 개발,인지 정보분석 시스템#194 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 다대단지
LIQUID,revise,액체분리장비,LIQUID 관련 장비 검증,액체분리장비 관련 장비 검증,전기/전자장비,측정시험장비,0.67,0.670,"기업 1곳에서 고액분리기(SOLID LIQUID SEPARATOR) 관련으로 btp_support_history.main_product에서 확인된 액체 관련 장비이며, 전기/전자장비 측정시험장비 분류와 일치합니다.",1,1,1,1,btp_support_history.main_product,"'LIQUID'는 너무 광범위하여 불필요한 노이즈가 발생할 수 있어, 구체적인 '액체분리장비'로 수정해 정확도를 높임.",한 기업의 제품명과 전기/전자측정시험장비 카테고리 내 장비와 직접 연관되어 있음.,너무 광범위한 키워드 사용시 무의미한 매칭 발생 가능성 있음.,"장비분류, 제품명, 기업데이터",기업 #117#117 | btp_support_history.main_product | 고액분리기(SOLID LIQUID SEPARATOR),RF 파워증폭기#306 | 전기/전자장비 > 측정시험장비 > 전자파측정시험장비 @ 지사단지
고정장치,keep,,고정장치 관련 장비 검증,,기계가공/시험장비,달리 분류되지 않는 기계가공/시험장비,0.67,0.670,"기업 1곳의 btp_support_history.main_product에서 사다리 고정장치와 직접 관련된 내용을 확인하였고, 해당 장비는 기계가공/시험장비 분류에 속합니다.",1,1,1,1,btp_support_history.main_product,"'고정장치'가 특정 기업의 핵심제품에 포함되며, 관련 장비 카테고리와도 적합하여 유지함.",기업 문구와 기계가공 장비 카테고리 내 장비 예시와 직접 일치.,"비슷한 명칭이 다른 맥락에서 사용될 가능성은 있으나, 현재 데이터에서는 적절함.","제품명, 장비카테고리, 기업데이터","기업 #2379#2379 | btp_support_history.main_product | 선박 파공방수패드, 원격 탈부착 사다리, 사다리 고정장치, 잔존유 배출장치, 화재 예방 제",청정환기 소재 및 부품 복합 시험설비#134 | 기계가공/시험장비 > 달리 분류되지 않는 기계가공/시험장비 > x @ 지사단지
교정,keep,,교정 관련 장비 검증,,물리적측정장비,길이/위치/자세측정장비,0.67,0.670,"btp_support_history.support_item에서 한 기업이 보행 교정과 관련된 기술을 보유하고 있으며, 무인비행장치 변위측정용 레이저 트래커 장비와 연계됩니다.",1,1,1,1,btp_support_history.support_item,키워드가 특정 측정장비와의 연관성이 명확하며 산업적 평가 기능과도 맞아 적절함.,기업 기술지원 내역과 물리적측정장비 카테고리의 장비 예시가 직접 관련됨.,동음이의어 가능성을 기계적 필터링으로 제거 후 활용할 필요 있음.,"기술지원, 장비매칭, 기업기술",기업 #1786#1786 | btp_support_history.support_item | 보행 시 발 아치 능동적 교정 및 신체 압력 중심 이동 궤적 개선을 통한 고령자 맞춤형 발바닥 근육 강화 인솔 개발,무인비행장치 변위측정용 레이저 트래커#168 | 물리적측정장비 > 길이/위치/자세측정장비 > 길이측정장비 @ 지사단지
국부,drop,,국부 관련 장비 검증,,기계가공/시험장비,재료물성시험장비,0.67,0.670,,1,1,1,1,btp_support_history.support_item,'국부'는 의미가 너무 광범위하고 불명확하여 관련 장비 검증에 유의미한 키워드로 보기 어려움.,"기업의 보조 설명에만 국부라는 단어가 있을 뿐, 장비명이나 명확한 연관도가 부족함.",키워드가 모호해 노이즈 및 오검출 위험 높음.,"모호성, 위험키워드, 불명확",기업 #1730#1730 | btp_support_history.support_item | 온실용 냉난방용 국부 공조제어시스템 R&D지원,온도챔버 일체형 피로인장시험기#299 | 기계가공/시험장비 > 재료물성시험장비 > 만능피로시험기 @ 미음단지
근육,revise,근골격시뮬레이션,근육 관련 장비 검증,근골격시뮬레이션 관련 장비 검증,데이터처리장비,장비소프트웨어,0.67,0.670,"한 기업의 지원 아이템에서 근육 강화 인솔 개발을 명시하며, 데이터처리장비 기반 근골격 시뮬레이션 소프트웨어 장비와 연관됩니다.",1,1,1,1,btp_support_history.support_item,"'근육'은 너무 일반적인 단어로 배제 위험이 있어, 관련 소프트웨어 기능을 반영한 '근골격시뮬레이션'으로 구체화함.",기업지원 문구와 데이터처리장비 소프트웨어 예시가 직접 연관됨.,단순 ‘근육’ 키워드는 과도한 일반성으로 부정확성 초래 가능.,"소프트웨어, 기업개발, 전문장비",기업 #1786#1786 | btp_support_history.support_item | 보행 시 발 아치 능동적 교정 및 신체 압력 중심 이동 궤적 개선을 통한 고령자 맞춤형 발바닥 근육 강화 인솔 개발,인체 근골격 시뮬레이션 측정시스템#438 | 데이터처리장비 > 장비소프트웨어 > 데이터처리장비기반소프트웨어 @ 녹산단지
금형,drop,,금형 관련 장비 검증,,물리적측정장비,길이/위치/자세측정장비,0.67,0.670,,1,1,1,1,btp_support_history.support_item,기업 예시에 제품 관련 표현은 있으나 금형 자체 장비 카테고리와 매칭이 부족하며 범위가 광범위함.,직접적인 장비 관련성보다 제품 설계 언급에 그쳐 불충분함.,키워드가 제품/공정명칭과 혼동되어 불필요한 매칭 생성 우려 있음.,"제품명, 범용키워드, 매칭불명확",기업 #616#616 | btp_support_history.support_item | 스테인리스강 이형형상 소재 제조를 위한 최적화 냉간가공 인발 금형 설계 및 시제품 제작,고정식 3차원측정기#152 | 물리적측정장비 > 길이/위치/자세측정장비 > 위치/자세측정장비 @ 지사단지
마그네틱,revise,마그네틱커플링,마그네틱 관련 장비 검증,마그네틱커플링 관련 장비 검증,기계가공/시험장비,성형/가공 장비,0.67,0.670,"한 기업의 btp_support_history.main_product에서 마그네틱 커플링 관련 내용을 확인하며, 해당 장비는 기계가공의 성형/가공 영역으로 분류됩니다.",1,1,1,1,btp_support_history.main_product,'마그네틱'은 지나치게 광범위해 핵심 제품명 ‘마그네틱커플링’으로 구체화하여 노이즈를 줄임.,기업 주요제품명과 장비 분류가 직접 연결되어 신뢰도 높음.,확장된 일반 키워드 사용 시 오탐 가능 있어 제한 필요.,"제품명, 장비분류, 기업데이터",기업 #1730#1730 | btp_support_history.main_product | 마그네틱 커플링,자동화 블라스팅장비(워터형)#90 | 기계가공/시험장비 > 성형/가공 장비 > 달리 분류되지 않는 성형/가공장비 @ 영도단지
발바닥,keep,,발바닥 관련 장비 검증,,물리적측정장비,힘/토오크/압력/진공측정장비,0.67,0.670,"기업 1곳이 발바닥 압력 중심 이동 개선 기술을 보유하며, 관련된 힘/압력 측정장비가 녹산단지에 설치되어 있습니다.",1,1,1,1,btp_support_history.support_item,구체적 생체 압력 측정과 관련된 기능으로 장비 매칭이 명확하여 유지함.,기업지원 내용과 압력측정 시험장비의 직접 연관성이 뚜렷함.,매칭 범위가 적절해 노이즈 발생 가능성 낮음.,"생체압력, 생체측정, 기업기술",기업 #1786#1786 | btp_support_history.support_item | 보행 시 발 아치 능동적 교정 및 신체 압력 중심 이동 궤적 개선을 통한 고령자 맞춤형 발바닥 근육 강화 인솔 개발,압력분포 트레드밀#436 | 물리적측정장비 > 힘/토오크/압력/진공측정장비 > 달리 분류되지 않는 힘/토오크/압력/진공 측정장비 @ 녹산단지
안전을,drop,,안전을 관련 장비 검증,,기계가공/시험장비,재료물성시험장비,0.67,0.670,,1,1,1,1,btp_support_history.support_item,'안전을'은 조사 포함의 불완전한 단어이며 광범위함으로 별도 장비 검증 키워드로 부적합함.,기업 문장 일부에 포함되어 있으나 독립적 장비 키워드로 성립 안됨.,불완전 단어 사용으로 불필요한 매칭 과다 우려 존재.,"불완전키워드, 노이즈위험, 광범위",기업 #1878#1878 | btp_support_history.support_item | 근로자 안전을 위한 시스템 서포트 붕괴 위험 진단 센싱 환경 설계 및 실증,고저온만능시험기#150 | 기계가공/시험장비 > 재료물성시험장비 > 진동내구시험장비 @ 지사단지
에너지,revise,에너지하베스팅,에너지 관련 장비 검증,에너지하베스팅 관련 장비 검증,광학/전자영상장비,현미경,0.67,0.670,"한 기업이 압전 에너지 하베스팅을 적용한 기능성 인솔을 개발했으며, 관련 전자현미경 장비가 미음단지에 배치되어 있습니다.",1,1,1,1,btp_support_history.support_item,너무 광범위한 '에너지'를 구체적 기술명 '에너지하베스팅'으로 좁혀 정확도 향상함.,기업 기술개발 내용과 광학장비가 간접적으로 연결됨.,일반 단어로 남을 경우 연관 없는 매칭 가능성 큼.,"기술명, 기업개발, 정밀장비",기업 #1786#1786 | btp_support_history.support_item | 압전 에너지 하베스팅을 적용한 에코 할룩스 매직 기능성 인솔 시제품 제작,고분해능 전계방출형 주사전자현미경 부대장비#358 | 광학/전자영상장비 > 현미경 > 주사전자현미경 @ 미음단지
영하,revise,영하 온도,영하 관련 장비 검증,영하 온도 환경 장비 검증,물리적측정장비,길이/위치/자세측정장비,0.67,0.670,영하 온도 관련 기업 1곳과 물리적측정장비 1종에서 '{sourceField}' 필드 내 '{keyword}'가 확인되어 관련 장비와 중복됩니다.,1,1,1,1,btp_support_history.support_item,광범위한 '영하' 키워드는 온도 범위를 명확히 하지 않아 노이즈 가능성이 있으므로 구체화가 필요함.,기업 문서와 장비 예시 내에서 영하 온도 키워드와 직접적으로 연관된 장비가 1종 확인됨.,"제한적인 사례나 용어 분포를 고려하면 단순 '영하'는 부적합하며, 보다 명확한 온도 기준이 필요함.","환경, 온도, 정밀측정",기업 #1730#1730 | btp_support_history.support_item | 영하 52℃ ARC7 ICE등급 및 IMO Polar Code를 만족하는 Mushroom Ventilator 사업화 지원,무인비행장치 변위측정용 레이저 트래커#168 | 물리적측정장비 > 길이/위치/자세측정장비 > 길이측정장비 @ 지사단지
운동,revise,운동 측정,운동 관련 장비 검증,운동 측정 장비 검증,임상의료장비,임상측정/진단장비,0.67,0.670,운동 측정 관련 지원 기업 1곳과 임상의료장비 1종에서 '{sourceField}' 필드로 확인된 '{keyword}' 키워드가 기술과 부합됩니다.,1,1,1,1,btp_support_history.support_item,'운동' 자체가 너무 광범위해 의료 현장 중심의 측정 관련 범주로 구체화함.,한 기업 사례와 임상의료장비 분석 데이터 모두 '운동' 관련 시제품과 장비 간 중첩이 직접 관찰됨.,"범용 단어인 '운동'은 교육, 스포츠 등으로도 해석돼 정확한 문맥 정의 없이는 부적합할 수 있음.","헬스케어, 측정, 스포츠",기업 #1786#1786 | btp_support_history.support_item | Dynamic Balance 데이터 및 할룩스 매직 인솔을 활용한 운동 APP 시제품 개발,근기능 증진 분석 시스템#154 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 다대단지
유지보수,revise,장비 유지보수,유지보수 관련 장비 검증,장비 유지보수 관련 장비 검증,환경조성/생산/사육시설장비,환경조성형시설장비,0.67,0.670,장비 유지보수 관련 기업 1곳의 '{sourceField}' 내 표현과 환경조성 시설장비 1종에서 키워드가 포함되어 있습니다.,1,1,1,1,company.main_product,'유지보수'가 지나치게 범용적이므로 장비 관련 유지보수로 초점을 좁힘.,주요 기업 문서내 유지보수 표현과 해당 시설장비 간 유사 텍스트가 한 건씩 일치함.,일반 유지보수 범주로는 노이즈 가능성 크므로 장비 유지보수로 세분화 필요.,"관리, 설비, 서비스",기업 #1049#1049 | company.main_product | 관제장비 및 주변장치/소프트웨어개발 및 유지보수,일상생활 실증평가실#11 | 환경조성/생산/사육시설장비 > 환경조성형시설장비 > 사용환경모사시설장비 @ 다대단지
적용되는,drop,,적용되는 관련 장비 검증,,,,0.67,0.670,'적용되는' 키워드는 문맥이 불분명하고 단독으로는 장비 분류와 연결이 약해 의미 있는 중복 확인이 어렵습니다.,1,1,1,1,btp_support_history.support_item,"매우 광범위한 관용구성 키워드로, 단독 사용 시 대상 장비나 기능과 구체적 연결이 어렵습니다.",기업 및 장비 데이터 내 단일 키워드로서 명확한 기술적 일치성이 부족함.,광범위어로 인한 무의미한 매칭과 데이터 정합성 저하 위험 존재.,"불명확, 일반용어",기업 #2080#2080 | btp_support_history.support_item | 선박 HVAC에 적용되는 UV-C 살균장치,자외선 경화기#441 | 기계가공/시험장비 > 재료물성시험장비 > 자외선시험기 @ 지사단지
전문가,drop,,전문가 관련 장비 검증,,,,0.67,0.670,'전문가' 키워드는 단독으로 장비 또는 기능 검증에 직접 연결되지 않아 중복 기준에 부합하지 않습니다.,1,1,1,1,btp_support_history.support_item,일반 명사로 장비 관련 명확한 연관성이 없는 범용 키워드임.,지원 내역과 임상장비 사이 직접적인 키워드 매칭이 부족함.,중복 정확성 저하 및 오탐 가능성이 높음.,"범용어, 비장비",기업 #2379#2379 | btp_support_history.support_item | 식생 걸림 최소화 구조의 고출력 무인선박 개발을 위한 최적화 구조 및 적층 방안 전문가 자문,인지 정보분석 시스템#194 | 임상의료장비 > 임상측정/진단장비 > 달리 분류되지 않는 임상측정/진단장비 @ 다대단지
